,prompt_prediction
9119,0.31780416
8726,0.40312576
11647,0.36612564
8098,0.48194414
328,3.2312162e-06
6820,0.27836272
8037,0.34832573
2782,0.029014852
18928,0.58445597
18629,0.050329275
15208,0.7783976
8553,0.54111993
7956,0.1865691
3403,1.260976e-05
8021,0.9529765
9771,0.9933782
6269,5.1482453e-05
16499,0.5410184
11148,0.6011318
1251,0.0008710141
14241,0.9941109
12878,0.96660733
7582,0.31812957
18858,0.5475426
4255,1.350677e-05
3627,0.0002479387
9479,0.42902502
17132,0.78985363
3900,5.2595467e-05
8837,0.589202
4292,0.0053560687
16630,0.7561866
660,0.0020495201
17339,0.9911718
900,0.0005702372
4754,0.0021601636
680,0.00027985696
6346,6.6020016e-06
10453,0.96862787
18746,0.38638893
5919,0.056395806
17136,0.48688173
2122,3.3869394e-05
16229,0.8301871
12713,0.9735893
6094,1.795966e-05
6940,0.53102136
244,0.0012177883
10961,0.546493
15247,0.47885254
18539,0.3802388
18017,0.5263603
9422,0.4276645
15779,0.40458238
11471,0.4590875
12375,0.99701715
5590,6.0391717e-06
12497,0.98939884
5164,0.00038424743
12365,0.5644555
12677,0.8037741
5227,7.366731e-06
4980,7.5559537e-06
10041,0.5526846
16198,0.83896416
4279,7.0861715e-05
3031,0.00018445081
14280,0.44047794
4158,7.6715114e-05
5800,0.0002889966
16244,0.557433
10487,0.6663987
18373,0.49664924
18553,0.642642
17451,0.86626303
7535,0.57598186
10271,0.47130114
13493,0.43409523
2407,7.3183865e-06
5333,7.965551e-06
18047,0.4009056
5520,0.013213157
1114,0.00045918746
3595,8.0635355e-06
3963,6.365053e-06
7031,0.24553268
4384,0.014740008
6787,0.6380236
209,2.1209105e-05
6730,0.9257517
5274,0.0005792542
8842,0.65049845
14594,0.29923868
12097,0.06281437
7722,0.7868498
4467,0.00076254125
17448,0.96466255
4007,8.1321574e-05
11636,0.9959848
2716,6.3009015e-06
8942,0.97491825
15468,0.53929055
11555,0.49284384
15092,0.43644595
15733,0.8589243
15249,0.07814289
4908,0.0006048558
15049,0.4637117
7174,0.5601098
931,0.08056177
3194,8.421291e-06
14719,0.3510617
3830,0.008591986
9717,0.63292843
18805,0.65223336
10275,0.7423154
17309,0.31036308
2207,2.4235817e-06
733,0.029679516
4350,0.02561003
13210,0.58244175
11453,0.68648213
6587,0.51657706
13009,0.94545424
4603,9.958995e-05
9863,0.4928981
12139,0.32234395
17517,0.9939387
6219,4.729284e-06
5336,0.040804647
8570,0.77220285
9679,0.4072803
3926,0.00012879608
8948,0.4035561
11505,0.62864363
15086,0.371906
11468,0.66430557
4105,0.5511203
3785,0.00065922685
10761,0.6950943
15817,0.99551517
12268,0.993378
3198,0.0007547443
12013,0.9955635
10698,0.73918325
1685,0.005858547
3255,0.000132433
8303,0.9964432
2961,0.0021749132
12729,0.77330965
530,6.0248924e-05
15375,0.19843718
8253,0.96463567
2840,0.017592164
14253,0.65875876
17,0.00013571436
5019,0.008523142
17783,0.42388996
18950,0.9063618
9904,0.78966504
16386,0.6768788
17739,0.24978296
12549,0.5621808
15582,0.9672289
6989,0.26364303
11379,0.5253861
1068,0.0013910978
10534,0.4092923
8455,0.9960706
705,0.005095975
2833,0.0006727926
494,0.00019093892
11479,0.30650622
6418,0.00044930214
15051,0.4166262
14734,0.2629806
58,0.00016703251
7833,0.49831295
16795,0.24376439
2009,0.027486887
5022,1.1482929e-05
10727,0.77929395
5104,1.3288078e-06
13692,0.9926772
2662,0.0101052
6902,0.6756255
7354,0.6576625
9258,0.7967647
10193,0.9607601
157,8.061906e-06
5376,7.627397e-06
7129,0.328783
16245,0.97468954
18320,0.7730895
15048,0.67971456
4825,0.0030471452
6887,0.7645644
14139,0.53084344
16783,0.69523996
16317,0.6748679
15660,0.58344567
5132,0.0066188187
3912,6.0201997e-05
17142,0.29796606
4544,2.7483406e-05
16004,0.990176
6590,0.9043283
13003,0.62740004
6021,0.024500452
9793,0.46971193
16998,0.43190405
18291,0.3219946
14684,0.48538005
17399,0.8724905
3678,3.380332e-06
15040,0.9396247
6401,7.679907e-05
11867,0.55763173
16321,0.31141654
14412,0.47878528
3187,0.00048649253
10168,0.9874161
15479,0.565373
17925,0.16053057
1859,2.6446292e-05
2263,1.9061638e-06
11792,0.6819028
9347,0.58572346
2323,3.427287e-05
5655,3.8021883e-06
15289,0.48322883
12744,0.7651859
18863,0.3655212
18172,0.43058106
4191,0.03679174
10223,0.7323369
6750,0.44592807
1757,0.053449728
3228,0.0038721194
10565,0.3129081
3422,0.00048488603
11895,0.32446748
18227,0.4964564
4668,5.201173e-06
5100,0.00084070186
5462,8.054774e-06
15911,0.6780439
12081,0.99768436
2339,0.64736193
6103,9.915859e-05
18148,0.60900205
13731,0.09629002
8655,0.7358707
15978,0.4172258
6681,0.425764
12429,0.5455051
12017,0.573359
11764,0.9831828
1527,0.00048563373
11535,0.57441473
389,0.0026839147
17600,0.93164426
140,0.023024304
13817,0.6485734
5364,0.00029730436
16893,0.87584394
6843,0.30023742
1547,0.0010046461
4506,1.2664184e-05
16464,0.49600405
12210,0.6690543
2400,0.00012477311
10346,0.78778255
5807,0.000935647
16340,0.7387956
14815,0.97411704
18921,0.46066904
9691,0.9345201
8379,0.80976284
16732,0.41700253
15376,0.74036294
17345,0.42175758
1199,0.00013039674
10662,0.8000096
9836,0.6357736
4784,5.5438253e-05
16829,0.992117
11679,0.9732065
19166,0.66170293
18852,0.7877398
4001,1.2495927e-05
3920,2.7072581e-05
10697,0.031370465
15196,0.4252082
11510,0.961204
2428,0.0030734448
7930,0.51119924
14784,0.502969
9895,0.89374536
8373,0.15984298
8393,0.59842426
3973,0.0007109044
17577,0.83998436
17597,0.49781808
14896,0.82706803
12282,0.73510414
4056,0.00022762945
16694,0.5695927
13145,0.6529748
9355,0.51176727
1868,1.9917775e-06
7464,0.6781567
16526,0.6013235
7133,0.9483784
8899,0.50374603
12810,0.35966137
2157,0.00094047876
11725,0.8981732
8222,0.020233056
7178,0.7518851
16766,0.5228217
3896,0.0002789023
1034,2.5805142e-05
4845,4.7732785e-05
12459,0.2644832
18270,0.7157536
12519,0.5031042
2013,0.00040071478
1924,1.5558819e-06
3697,0.00039138494
15606,0.13718647
2075,5.982354e-05
16864,0.5798812
5636,0.003919998
18406,0.69881445
18190,0.06598571
10214,0.4388103
8447,0.6945239
1671,0.0009675527
9736,0.4712706
3099,0.013532729
9219,0.87594014
9234,0.9842318
3802,3.43769e-05
4331,0.018732144
176,0.0013692589
6849,0.5469231
18547,0.9690211
1101,0.000121235265
2329,0.0014422821
10483,0.5619664
5123,0.0046302546
2563,0.00022649483
11834,0.7601369
7970,0.8205389
16286,0.77872455
1794,4.7744026e-05
3037,0.00020337327
12703,0.554038
5121,2.5012154e-05
8656,0.99613994
3927,0.00015454304
4277,0.00076461583
9593,0.87357837
6360,0.0003949013
17787,0.5068118
13239,0.5027312
9029,0.50280553
4019,4.103455e-05
2777,0.022841413
12318,0.55682725
4582,5.7408756e-06
15994,0.80901474
13315,0.93113714
14633,0.4981292
12644,0.4302671
6153,0.015390562
15487,0.21076508
16267,0.5665787
9174,0.74873567
2634,0.00013394085
3244,2.0799844e-05
13414,0.89025694
16748,0.5771101
7918,0.751113
13078,0.85213625
2410,2.5012607e-06
8967,0.65598136
13317,0.40365648
3552,3.9438737e-06
10468,0.54595476
3935,1.1842494e-05
2781,0.002855009
15203,0.70239174
18018,0.52377236
7244,0.9958677
15581,0.07093491
1978,0.06960226
11270,0.5889536
14137,0.40664136
14802,0.8034462
14871,0.6772978
16273,0.49135792
15251,0.6302905
1050,4.831145e-06
12208,0.7255381
17724,0.43455386
11438,0.68344396
14432,0.6737177
2181,0.0009174096
17477,0.28862584
14399,0.50190693
18840,0.46828112
15739,0.94111204
17154,0.7171524
8322,0.4867825
7635,0.59763515
4635,0.056786247
2930,2.9441871e-06
18115,0.46550083
11630,0.65802544
5792,1.2622236e-05
11564,0.41098073
4798,0.0014585229
3831,1.573036e-05
7752,0.47504947
13713,0.48100314
9027,0.8823688
15333,0.5368808
12711,0.49378544
846,0.0016059896
10835,0.12532698
15075,0.9309285
12983,0.79331213
9549,0.6073655
3019,1.0746559e-05
9037,0.8376372
8555,0.8423489
15656,0.5405003
668,0.0019403184
18602,0.5488822
15230,0.38922527
3847,1.526244e-05
8446,0.5445715
7736,0.2785772
11179,0.69800025
3419,1.21446665e-05
6916,0.52251107
1392,0.0001208954
6768,0.26299477
14658,0.4051674
30,1.9538962e-05
9779,0.6827712
12812,0.70968455
3865,8.554376e-05
13275,0.15525705
12149,0.66243666
16706,0.061439067
7003,0.5815291
8603,0.6718643
13596,0.5449288
738,4.531773e-06
2375,0.0059704008
2057,0.00038959904
17610,0.72766465
10250,0.52096957
1421,9.244978e-05
15640,0.98210126
12093,0.57880914
1708,2.8244496e-05
13505,0.4625266
15605,0.28262222
18916,0.06570057
18181,0.6023221
4394,0.00017648883
4790,0.0005145364
16099,0.85922194
12774,0.67856395
3853,3.634593e-05
6548,0.92550206
9587,0.30176446
18232,0.7427053
6150,4.678741e-05
8302,0.46405414
35,0.00017743524
1304,1.8377788e-05
13938,0.89895815
12890,0.4826999
1391,0.027517349
14429,0.71179265
363,0.008413834
1002,2.583543e-06
18001,0.44957888
18460,0.21366249
18882,0.24524102
16975,0.8036009
14081,0.6038226
1992,0.00052806025
5896,0.010186664
3782,2.6700943e-06
8300,0.57314324
12351,0.9879842
14698,0.6975924
186,3.5751927e-05
18511,0.9854585
6161,0.0056199906
5865,3.4371325e-05
2282,8.5964086e-05
9127,0.6198918
3745,0.020705339
9929,0.6365672
14385,0.5697762
18211,0.6695031
15941,0.5671936
16313,0.24353443
5173,0.0085177515
4066,4.1285816e-06
2559,0.009019234
15850,0.88317734
3044,4.194965e-05
10648,0.57689595
6444,3.9098275e-05
2381,5.7556947e-05
5332,2.1907795e-06
17476,0.8601255
10904,0.73675054
17628,0.7799152
10459,0.8139317
13347,0.71023995
4639,1.8116838e-05
4733,1.7860733e-05
1714,0.00073392666
9247,0.2939369
2858,0.00013482926
11874,0.36610162
13075,0.6970012
3470,0.0044807782
286,0.001123037
9040,0.9908199
15831,0.45817015
8287,0.44321817
2992,9.471525e-06
12305,0.7169762
4359,7.662283e-06
12759,0.8607689
3771,0.016771715
7276,0.04719656
3946,0.0065003573
269,0.0025543508
14021,0.98945296
3777,0.0005580093
10889,0.18055736
3315,2.884264e-06
6884,0.041363753
16214,0.2154961
17001,0.32609046
15464,0.45179656
5676,1.930531e-05
3644,0.004656445
15568,0.9933295
6707,0.6182321
19089,0.74634767
15778,0.67499363
13951,0.940091
853,0.075269446
11023,0.6722016
4244,0.001188249
12439,0.5337707
7050,0.8992567
4807,0.0004962105
12050,0.9926771
4430,4.511794e-06
18276,0.9756882
8154,0.4398752
5388,2.6592206e-06
12927,0.65135753
12887,0.46520993
6654,0.561315
16916,0.4976821
1359,3.1844813e-06
7810,0.41335046
14883,0.7609703
18691,0.40883526
11083,0.25011092
5885,0.070259795
17712,0.966937
12077,0.35282892
11780,0.02940537
7585,0.73428947
8938,0.5575413
15982,0.33153912
2356,0.14985476
7623,0.12766619
15460,0.45069304
1452,5.3697304e-06
3135,2.4979927e-06
13587,0.9462474
18023,0.77811533
2465,0.0007041435
8877,0.5203491
9237,0.48159254
15863,0.9141578
5824,1.6606004e-05
16704,0.7285546
1008,1.3885152e-06
1597,0.0013254912
17265,0.5507054
7678,0.7069525
5842,4.2466545e-05
1549,0.00095423794
11897,0.5739166
15926,0.4706458
15434,0.8093362
1648,0.00057122915
10589,0.47134978
2202,2.1296277e-05
19054,0.37484935
2179,0.00050753955
15358,0.884394
1153,0.000100841535
735,2.2348293e-05
18079,0.6926086
19123,0.49638838
18609,0.5500054
8197,0.5530282
17841,0.32255906
15933,0.52729625
1279,0.00019781172
7261,0.73055065
5977,0.00028823438
5640,1.5485379e-05
11748,0.40961033
1073,0.0001381791
6257,0.006463927
6846,0.7912595
12897,0.5463199
17802,0.19980842
15170,0.47078463
12959,0.5692605
10540,0.5847911
13790,0.5586444
8279,0.8396022
11174,0.44993597
573,0.00039207767
10396,0.4119812
4909,3.3296901e-06
5844,0.0012188259
17656,0.020035453
18703,0.4019482
11787,0.9819593
11373,0.65476507
11490,0.99681085
12582,0.9933606
5718,1.736223e-06
15951,0.61347514
669,0.0100751985
9868,0.98623395
14725,0.99165404
17780,0.64236695
9201,0.16843136
4177,2.4147641e-06
11339,0.44284144
9166,0.49453655
7231,0.2005424
8165,0.6474468
16776,0.7073057
15509,0.90676236
6995,0.49679652
14521,0.56311
11804,0.25269264
7414,0.3628051
148,4.460687e-05
6603,0.5542818
1342,4.3812133e-06
1451,2.3202698e-05
19028,0.42882216
15068,0.7775528
13785,0.61029744
12704,0.9361131
1753,1.0905106e-05
14650,0.6877096
11331,0.93151104
10980,0.5232783
17782,0.6546899
16475,0.5526874
1682,8.538468e-06
15793,0.70298606
3610,7.00123e-05
17490,0.9500242
12460,0.25036085
10036,0.45546022
8986,0.55192703
14729,0.35839018
12719,0.6842297
10135,0.76996225
833,0.00015037357
18615,0.9964366
14587,0.42923737
16573,0.39571851
6906,0.34563383
7856,0.5085866
6549,0.4113564
5065,4.827005e-06
3899,0.0006357857
7578,0.46422514
12270,0.51957124
13534,0.7693451
6231,2.781587e-06
16625,0.9925137
3529,2.1508706e-05
1490,0.00070849893
18123,0.519282
5762,0.0003566053
6332,4.2138263e-06
1601,0.0028475227
3215,0.0003151459
17635,0.37330627
7095,0.81039023
293,0.0023568638
5342,0.0001174835
13997,0.9274623
809,5.310128e-06
19187,0.9958204
14204,0.6216563
1162,0.0020350087
5397,0.00053768855
4897,4.2411725e-06
8785,0.77495104
14407,0.77947736
4412,0.014577928
18155,0.47212917
5756,0.005000291
7914,0.44036168
649,1.7918164e-06
2594,0.0002077325
8874,0.42057166
17717,0.97167057
12110,0.61805105
11467,0.54446083
18053,0.08789077
9047,0.96423566
12997,0.5096816
8937,0.7192866
762,2.1961746e-06
13460,0.37594116
15854,0.1585452
2281,6.6671773e-06
10175,0.60919565
7399,0.8195072
11967,0.9490715
16852,0.59842277
15123,0.6045134
4059,1.7939703e-05
16532,0.57276314
9145,0.5057332
7342,0.7827808
5169,5.8243554e-06
18336,0.54098254
12918,0.5024078
18516,0.3635247
4510,3.5270737e-06
2148,0.00019126345
17974,0.7557805
17254,0.9848259
2150,0.0059515573
12714,0.19163895
15889,0.8623918
13506,0.26246986
14141,0.39414054
7573,0.018943643
662,1.8173736e-05
6857,0.7473535
8982,0.796187
6619,0.29259866
1718,0.02377086
16690,0.906381
16502,0.3955315
1143,0.0010515397
17429,0.6273395
6594,0.9228842
3207,0.00082726445
7013,0.5363417
6069,0.01405945
2847,0.0013623966
2582,0.0926954
9497,0.0022939555
4475,0.0001821563
2664,1.724594e-05
941,0.034712616
12798,0.40862632
4362,0.0026888445
19066,0.91480964
10345,0.38686797
8316,0.23197506
17761,0.21263985
14089,0.6710686
6639,0.61655676
6780,0.5744648
12706,0.5489738
2398,0.011540338
13930,0.62643284
14556,0.9900093
16023,0.60743695
9489,0.7670701
16571,0.5954174
10398,0.9626134
2423,1.1038207e-05
6442,0.0033632529
5267,6.0246466e-06
9749,0.9154622
16941,0.3140875
606,5.709868e-06
6362,3.658078e-05
13903,0.80265236
17911,0.4971094
10673,0.26239696
16821,0.5123072
15064,0.4737409
11802,0.9121536
12310,0.5155963
6894,0.08989697
14810,0.5476128
3881,0.00017674649
7035,0.59037554
4816,0.00060305896
18704,0.83283556
6721,0.8083317
664,5.5984474e-06
10016,0.5445435
18339,0.49003413
14303,0.9839171
3017,1.6432148e-06
1246,0.004700025
3892,0.00012330507
3120,0.03665574
6651,0.5573907
12175,0.5984457
8849,0.5367447
1663,9.00884e-06
9637,0.4089708
18021,0.13547194
3642,0.00012400298
791,0.002262807
4714,0.00042592964
15368,0.4370287
6803,0.24772547
3257,3.924473e-06
4289,2.6478874e-05
2302,3.5664586e-06
13895,0.23686168
9604,0.53931963
7046,0.5576207
18634,0.55881584
3669,2.4407368e-06
5063,0.013831792
15354,0.86897135
8748,0.9808555
1764,0.016305154
1557,1.696229e-05
7866,0.9946557
12115,0.56901187
2155,3.2575065e-06
19116,0.22919306
9414,0.8785319
3594,0.00013940605
14970,0.7537911
13704,0.48992056
11918,0.492353
16582,0.854837
6030,5.869488e-06
3209,5.415294e-06
7857,0.4735404
18636,0.7904981
9853,0.13529257
3902,0.000104282815
1828,0.0005813321
15644,0.28200266
15626,0.4256456
4841,3.245797e-06
7836,0.35233715
2810,0.0010341164
8802,0.594594
4924,0.00013153792
3335,0.00017245181
7605,0.700874
6649,0.9783569
8697,0.6558484
11624,0.62241775
5007,0.002464241
8630,0.52559406
11060,0.5147593
8674,0.6767029
7010,0.9261718
11476,0.2966647
675,0.00038136498
9791,0.99305737
6530,0.25277007
2313,8.859956e-05
6773,0.8074611
7398,0.6859209
10503,0.7244996
4478,2.1304106e-06
17239,0.70927775
212,0.00047851502
14917,0.5572675
8126,0.37260738
2363,6.8119925e-06
15184,0.7084011
6973,0.9927087
3690,0.00141514
5516,0.002366322
3839,2.3073831e-05
10258,0.6399593
13386,0.6079215
9526,0.8750484
3720,0.0019106652
3952,0.0011849558
12101,0.5187169
7444,0.26825735
6423,1.45440745e-05
8045,0.97575706
3202,2.4827877e-06
16647,0.9698748
3490,9.7663205e-06
15355,0.4646275
3775,0.0017445724
6154,0.0013432308
2970,0.023045424
15856,0.9874018
15477,0.57178193
14044,0.53175145
11057,0.5158104
12770,0.5201928
7033,0.65055305
13902,0.65730894
11181,0.47916678
10808,0.53918093
8123,0.42675987
15408,0.850734
12109,0.99193305
17472,0.373071
17614,0.9387947
17678,0.52999985
14384,0.30965552
19057,0.50566584
6984,0.39760756
9716,0.5021156
11215,0.43438426
4762,0.0003425951
14831,0.3995155
13942,0.4607654
16491,0.2902777
18134,0.76254714
12446,0.5341002
6516,0.75569177
13827,0.32217687
14489,0.37606534
9987,0.6630922
1728,2.189524e-05
3744,0.00039861415
8703,0.6973972
7697,0.9265344
12717,0.952677
13878,0.52179384
11907,0.63126487
8920,0.9937518
15181,0.81098545
3293,0.00095178763
4529,0.00092064776
17457,0.38655862
9480,0.43890405
4648,0.022947647
4911,0.0033588635
18523,0.6211442
2412,1.4794734e-05
2707,0.049552426
17688,0.6411783
17687,0.4765058
13983,0.56311804
1429,0.000121213874
10874,0.9977842
1096,6.799059e-05
7043,0.19401437
15499,0.71108633
14550,0.36283308
12249,0.53677845
12570,0.73999316
14156,0.7518709
3129,0.00075241947
15971,0.21243176
13702,0.6133224
10798,0.45169044
6823,0.21999781
16666,0.5276464
14404,0.5769185
4224,7.816818e-05
15307,0.981169
8411,0.75426257
7714,0.7040155
10538,0.06780709
975,0.00034921366
12903,0.4285914
8840,0.9072947
3864,0.00016965355
4444,3.582904e-06
13993,0.8615175
15096,0.7218902
6881,0.98157054
2758,0.0032910393
9123,0.499773
7006,0.92009085
9105,0.26687753
15341,0.47751918
10031,0.7464649
6117,0.0072851
3652,2.385721e-05
10942,0.7950321
10969,0.47887868
15890,0.94232327
5795,0.00072764396
16981,0.5979215
11349,0.8321795
13479,0.98923314
5096,4.3055134e-06
2645,0.00055482617
17347,0.25880086
9850,0.6415171
15948,0.90410596
3330,1.3236715e-05
3296,3.208224e-06
10728,0.97028875
1528,0.00014086993
8404,0.5463814
13684,0.74457633
9490,0.50429595
6501,0.1698784
3416,3.6604163e-06
2545,2.0416679e-05
15474,0.3093619
17655,0.58326375
6538,0.29498112
5646,0.012844181
14260,0.5160575
14778,0.92845166
10880,0.49104798
19012,0.4324381
5822,0.010078405
12632,0.6784096
16563,0.7815796
8866,0.3727006
5086,1.268472e-05
10023,0.4466059
2731,0.0141051095
1976,0.00016357354
17109,0.8308012
15826,0.3486355
4156,0.0007426137
16913,0.397405
1424,0.02514882
17405,0.68942904
12447,0.40063685
2980,0.0014050129
11841,0.52560097
16418,0.63480693
6525,0.9471888
8198,0.5828039
5198,4.2620715e-05
8723,0.2893566
12844,0.92530096
143,0.0053946152
16203,0.30196148
615,0.0009238643
4925,0.004143012
16034,0.6442012
4559,1.9758061e-05
9767,0.00014758944
411,3.1206764e-05
19016,0.6915539
6921,0.058100875
13117,0.89776313
926,2.5499323e-06
13792,0.5960705
17956,0.6029087
5208,0.020654764
698,2.0869267e-05
3632,6.875238e-05
13438,0.36626574
5066,0.0036394137
5498,6.568087e-05
2614,0.0037300044
18471,0.0042195613
7209,0.39241454
4675,0.0018215264
11797,0.49692702
19109,0.86282754
19214,0.4994401
6971,0.9814595
10248,0.5182353
5518,0.00025168614
6491,0.80013925
1350,0.000922026
5836,2.1214362e-05
15625,0.6323824
12026,0.82141215
12919,0.2831558
7721,0.8916257
14700,0.24018002
2755,3.3438828e-05
17144,0.9986174
3535,0.0015178908
5673,0.000799472
4919,3.1370244e-05
14854,0.6939732
5569,2.3622732e-05
14634,0.42926258
13778,0.5970604
2988,4.4225362e-05
19201,0.45417714
15085,0.44021508
1275,0.00020640201
1831,5.9088356e-06
13238,0.4978081
16281,0.82774675
828,4.187159e-05
10516,0.63052446
12092,0.9940327
9467,0.2629588
16676,0.9267672
5559,0.00032650272
5419,0.006630602
12503,0.93634886
19167,0.39696255
7755,0.9871761
2104,0.00059755263
11514,0.060388554
507,1.1551278e-05
5420,0.0036064906
4334,0.00032854915
13683,0.50578904
9409,0.99043906
12550,0.46044135
12716,0.42596608
10997,0.37366417
4653,3.5856003e-05
11887,0.27983952
7832,0.27265576
8518,0.6274431
6218,9.6060176e-05
15459,0.87409467
7019,0.79743934
189,0.0047723115
13091,0.6407698
4466,3.4799202e-06
1903,4.3057266e-06
10941,0.48980212
10259,0.66248345
1908,5.7776913e-05
17883,0.35909057
9523,0.394592
16361,0.14758
14520,0.50333965
15465,0.8507334
17804,0.28094742
16257,0.3781707
11732,0.54650664
14665,0.45310566
19037,0.9661994
9447,0.55922836
17314,0.3396292
11279,0.52481693
7919,0.5756141
2393,4.191238e-05
13223,0.5504141
571,0.00013063994
7761,0.6590662
14627,0.40259078
16207,0.99732035
3289,0.007482773
3866,0.0018061205
17499,0.37551478
3291,9.0093854e-05
5661,5.6326735e-06
13621,0.4053482
4249,0.15248486
960,0.0002630424
16926,0.750969
14930,0.21450597
15401,0.5986346
12666,0.7383546
18048,0.4885592
4421,2.1428812e-06
12528,0.74910593
18671,0.19801727
7275,0.5795635
15888,0.42256942
10171,0.47479415
5031,0.03219895
15996,0.41523573
14569,0.59792614
15547,0.8726212
18475,0.80118567
1894,0.0004177026
13599,0.41203734
15329,0.35952646
5596,2.491621e-06
1811,0.0016024795
15180,0.56823033
2141,0.002937847
18499,0.67376316
10701,0.4582836
6072,8.243167e-06
15931,0.4810029
3040,0.00015102998
3608,0.00044209958
19154,0.512333
6130,9.895861e-06
18093,0.9365308
3163,4.0922045e-05
9557,0.71241146
3098,0.0004945575
9311,0.5726044
16904,0.5543633
14364,0.55663735
16643,0.52641106
15658,0.5579682
16746,0.049489126
5721,0.00015526993
9959,0.0800585
7787,0.6967778
11749,0.8504979
12694,0.19503543
1898,0.0025186387
12963,0.6538456
13640,0.9283838
10477,0.41133544
8924,0.5044698
9584,0.58214533
16691,0.97485346
5451,8.154039e-05
3999,0.0074803685
15669,0.2414491
630,6.5510416e-05
8357,0.9506557
17133,0.7762451
17486,0.5597257
14388,0.5034256
16439,0.15098286
6452,5.443499e-05
6998,0.6612524
17920,0.6193871
4189,2.4469535e-05
10491,0.45597684
16094,0.5486338
2268,3.100995e-06
8717,0.6931297
18589,0.19586454
14296,0.54465616
4028,0.00049125525
5456,1.1804666e-05
18191,0.48126855
6611,0.62489694
8536,0.8544719
3193,4.0800114e-05
14272,0.3340233
19194,0.52909684
10136,0.7179359
17498,0.97070014
1410,0.0016598745
1937,4.236223e-05
9090,0.70972943
15267,0.882292
9139,0.4037669
2197,5.047274e-06
6350,0.0026540777
4592,5.3197837e-06
10019,0.8112631
170,0.04323136
8296,0.4937468
11580,0.63508654
1600,0.011668443
10384,0.21013865
18974,0.92721176
5893,0.00063682906
10638,0.39017355
2954,3.0767542e-06
7310,0.27790985
8587,0.977793
15025,0.8307296
9340,0.33080596
5294,0.00012869529
9275,0.97598845
855,0.0003589427
10747,0.5063263
6644,0.16389066
4054,4.971133e-06
4486,0.00012713537
360,2.7157499e-05
14932,0.41274363
13491,0.8067869
1458,0.027420696
5857,4.1407898e-06
11629,0.66778684
3779,0.006322682
6461,2.5226043e-05
2997,0.00328183
18763,0.81353545
18258,0.9912074
8470,0.68827605
13912,0.9515022
6403,3.396598e-05
11469,0.61216736
2382,0.0010020488
15684,0.62476283
18396,0.4247166
8089,0.49980697
17225,0.22900753
5723,2.6755874e-06
5147,2.1093947e-05
14509,0.9669153
12669,0.8256623
1042,0.006969209
17993,0.36763626
3184,0.00040277772
17790,0.56234276
18366,0.24832511
8981,0.41266122
3298,0.00014898105
16071,0.667123
2348,0.0002031405
15961,0.9583778
1705,0.00010970759
17208,0.9768911
13153,0.34987858
16393,0.43254232
9290,0.24060841
18846,0.9388541
5568,0.006772198
8775,0.6108272
14034,0.51044595
11837,0.45945013
3822,0.032679595
3185,0.0003541069
8817,0.89661175
2424,0.0011818154
11972,0.98475593
1951,0.0063873315
13437,0.6178687
8294,0.76989454
5650,7.725513e-05
9598,0.5808015
10145,0.59399605
6011,6.583802e-05
2469,1.871682e-05
10226,0.14410093
6394,0.03687646
9776,0.3833976
7977,0.18731524
14430,0.5323387
18464,0.70891345
7732,0.4965288
9054,0.39968973
17660,0.5394034
6435,0.00017590972
10826,0.7197349
923,0.0009479649
2925,5.066874e-06
15655,0.45403293
6736,0.094590105
15550,0.33495614
16444,0.54256505
18087,0.83336526
4006,3.993012e-05
10295,0.5641983
4339,0.0006535716
8386,0.30622602
8514,0.60120946
82,0.01228148
15389,0.40168193
17507,0.5647445
369,0.0007788129
5961,0.000102462116
11558,0.47340843
641,1.2266899e-05
7075,0.98269695
8361,0.67845666
879,4.7746802e-05
243,0.0002865769
283,0.10580328
12764,0.35114878
16731,0.98827577
7026,0.5220819
6487,0.7201904
5056,2.1099338e-05
1662,8.066535e-06
5370,8.3169674e-05
385,0.00027433957
6255,1.0860737e-05
18490,0.7176245
7227,0.8677155
15784,0.5297272
4231,0.08774496
1622,2.717154e-05
8707,0.612886
353,0.001118217
19050,0.26254913
18776,0.34936595
9788,0.4933583
16717,0.42751923
2889,0.020139277
15416,0.45848277
14836,0.43044126
16670,0.3354167
10133,0.5391295
17897,0.61354524
6796,0.6853833
14245,0.37512493
15998,0.27965474
7858,0.43347517
2195,0.009399194
14191,0.5571357
15674,0.8004934
18933,0.82991976
4319,0.000114912
9918,0.97428405
11602,0.6833859
8273,0.19397414
12512,0.46243522
1339,0.00017187152
8052,0.61208737
7291,0.9713335
3008,1.7542698e-05
15478,0.67811865
17796,0.15408055
13943,0.6471096
11570,0.46455413
829,7.0807428e-06
14714,0.86887705
1845,4.2059804e-05
3169,3.6819543e-05
9697,0.46341375
9596,0.25897446
4637,0.43441835
3456,0.019870516
461,2.125831e-05
16796,0.8805209
4838,2.5426568e-06
10012,0.6323592
11726,0.9939668
11418,0.7852883
10281,0.79230946
4590,7.2998805e-06
4818,0.00051956257
7492,0.91295576
15545,0.34643045
13263,0.46136948
12427,0.6497497
16395,0.51937324
2133,0.00035858122
1169,1.7715088e-06
7029,0.9317394
10111,0.89151055
5835,1.5370089e-06
6090,0.00030727166
18633,0.6649641
10555,0.6510324
2456,2.8325856e-06
10059,0.4787251
11466,0.7777111
2042,4.7116455e-06
4234,0.0038604212
6767,0.0011539151
1605,0.00839073
4514,0.00021130149
5948,0.025131145
56,0.0011138561
14459,0.66467583
3945,0.017738143
16451,0.9958532
