,global_coherence_prediction
14785,2.7662156e-05
3586,0.20209168
2003,0.39642864
557,0.6282364
13266,1.6430362e-05
1924,0.98540545
12834,0.8140901
17062,6.792709e-05
18387,0.06453291
4699,0.2035193
11810,0.58347243
14385,6.819117e-05
2390,0.862842
649,0.9600765
18857,0.024786592
9458,0.28715757
8232,0.6391866
15664,1.2306282e-05
3282,0.09816229
10322,0.57824945
17108,3.7577807e-05
15444,0.00049196987
12196,0.60252875
16032,0.0026802653
8360,0.98008484
7394,0.6463563
3193,0.49009848
8575,0.67737395
18772,9.8085475e-05
11247,0.89648706
17963,9.449288e-05
9569,0.44344696
4796,0.36834008
1933,0.44586635
9240,0.16044651
12738,0.69212556
16630,0.0001533688
1479,0.4579157
18930,3.134883e-05
18263,1.6204787e-05
18723,0.22336228
19074,0.0018808265
1221,0.29990295
1653,0.24875052
691,0.7112575
2611,0.67726386
10154,0.98488367
3766,0.9488697
15488,0.008680083
1558,0.22837156
10295,0.7283842
9476,0.5983742
7377,0.3218621
16508,0.001640183
2902,0.8999656
17667,0.0023312964
14999,4.123127e-05
11775,0.1984593
9562,0.31705844
15988,1.1851218e-05
9628,0.9841474
7121,0.951961
9228,0.00671922
15467,0.35295665
17654,0.00022549716
4055,0.3507602
14515,6.140171e-05
8388,0.65350986
4348,0.5611851
2257,0.6865851
3931,0.7492707
2107,0.4566823
15630,0.006095485
12150,0.5057912
1939,0.61745214
12153,0.9924597
846,0.9275386
58,0.3845611
17691,0.008657398
15096,3.108881e-05
14500,7.217625e-05
17737,0.005817132
15376,9.729034e-06
18317,0.0028805016
2101,0.7793017
1288,0.13247493
17608,4.5669738e-05
6469,0.75233
14574,2.2893706e-05
11383,0.99244314
14993,1.3486538e-05
9871,0.75714964
15069,1.5534293e-05
11253,0.50816965
13880,7.2561954e-05
17435,5.8491558e-05
2544,0.341382
3116,0.9884581
3276,0.6038731
643,0.86431897
10096,0.3305153
3979,0.9017389
16140,0.00010435842
6663,0.7802795
1802,0.7752332
9843,0.58755356
5019,0.6233413
714,0.8588133
13071,5.5064953e-05
9252,0.36427304
13573,0.5291683
4111,0.609035
8010,0.33334553
9007,0.26472697
10941,0.670522
18845,0.19587004
18901,0.26691765
2454,0.9044378
7350,0.5547184
10229,0.27424046
19,0.19875844
2875,0.9727668
10333,0.43341452
5784,0.48107633
19184,0.00017302929
2326,0.51673436
1398,0.5189622
4959,0.95617515
6185,0.84850687
8539,0.7331102
315,0.8327896
2857,0.91139096
15531,0.00426618
9016,0.6108786
17857,2.28305e-05
5926,0.9833046
9554,0.4272438
18521,0.011228922
7656,0.6209866
12896,0.15408333
10861,0.52899545
320,0.28923562
19116,5.576541e-05
16481,2.4479057e-05
17146,9.07598e-05
9850,0.6362628
524,0.9752993
13947,1.0217954e-05
12929,0.8120881
13701,1.3609095e-05
19043,0.0071271365
9570,0.8842112
2144,0.59420717
18435,0.694075
15928,2.4447167e-05
3629,0.17434596
13681,2.6224781e-05
5174,0.37526077
3829,0.20090567
8409,0.8557892
12128,0.97910506
13808,0.36980432
17424,0.00014099585
3132,0.7182437
7648,0.40635127
15688,0.00013159463
15823,0.04014316
8573,0.6366209
6271,0.5848053
7998,0.26643062
17302,0.00027002592
2909,0.71177346
10396,0.020269163
16182,0.00024327157
9194,0.071440876
9068,0.8717064
18458,0.00037485958
10902,0.6574945
1483,0.79975075
17944,2.2599497e-05
18309,0.026926244
8514,0.40030992
1261,0.4760765
12141,0.013710863
5315,0.71714395
4521,0.43767917
17494,0.0007483688
2701,0.7075637
2150,0.40022314
11835,0.32398352
14853,0.00023780733
16694,0.20547277
6481,0.6802242
1819,0.16059746
15103,0.00037518135
5240,0.3391302
4124,0.52610135
14058,0.0003266132
16786,0.00028107225
4421,0.7327352
5880,0.6514445
2190,0.10406364
4624,0.24493586
15252,0.002257423
17933,1.601722e-05
18098,0.0001963187
9998,0.42023194
10161,0.8458941
12806,0.24753557
9067,0.8290267
14878,0.00014288061
7194,0.755539
3189,0.6354703
1255,0.5236081
17200,0.26319814
629,0.8201244
9796,0.5395648
17700,2.2573455e-05
3818,0.9174231
191,0.44266313
5848,0.80979794
4293,0.65970206
16756,0.00047794476
12710,0.10747701
13471,3.3242937e-05
16989,3.0109846e-05
13300,1.4515503e-05
2705,0.744756
11110,0.99355656
13456,2.232948e-05
9456,0.65215266
15869,0.00010347038
8790,0.67281127
17650,0.109951675
9933,0.30122522
10479,0.7094574
1739,0.16965745
11053,0.98149407
15382,4.981168e-05
6192,0.24473165
5034,0.86343175
314,0.5838444
13508,0.00010208235
12556,0.22130498
8227,0.22856836
3431,0.693777
1355,0.6458082
18727,0.0008575676
14516,0.5728943
4046,0.54150933
14964,0.0062204674
5545,0.96271396
15908,2.3252736e-05
8096,0.6837292
11332,0.7674686
4186,0.7956403
1327,0.76854897
9345,0.99155617
10969,0.4631232
6245,0.9410767
15898,0.017068533
7481,0.653373
9487,0.9660651
11515,0.8907532
10371,0.7251478
17630,7.866351e-05
4404,0.9827322
17609,0.006301223
4263,0.38560846
7582,0.6375295
5054,0.7893114
11900,0.81662524
1536,0.6172032
15907,7.3496594e-05
1831,0.6034033
18918,2.2692619e-05
5159,0.83620584
3055,0.67888594
9448,0.85248643
1830,0.9795951
17638,0.00020666509
16196,0.009249179
16621,2.518576e-05
13749,3.1287636e-05
17212,0.0005817511
9752,0.851568
5871,0.08260755
8137,0.99242485
12598,0.98503923
8611,0.5843108
8046,0.6034392
16377,0.087220676
9987,0.8317587
16449,0.026530122
152,0.5338366
11126,0.0005729287
13953,0.86136633
12695,0.8363353
15831,0.045714777
6419,0.12640828
10824,0.9812258
7578,0.31874037
12409,0.49734047
4015,0.9584183
15186,0.0220179
18660,0.035674054
16817,0.08542438
15759,1.8308518e-05
13488,0.00012527575
1200,0.8322155
13082,0.00028275696
2571,0.54462874
14760,6.433506e-05
3933,0.8425139
16386,0.14080481
14187,2.8345416e-05
13579,0.37036648
10637,0.65960354
11135,0.70000285
7906,0.804186
17037,0.012670563
17143,0.03255103
18939,0.041717872
5714,0.9885203
19170,0.038591675
15333,7.994517e-05
17417,0.00014164009
8997,0.32907665
1876,0.5368505
15344,0.0009782689
11220,0.9263398
599,0.6579369
15742,0.01648322
1955,0.7022165
16195,0.008582288
11912,0.28271502
3950,0.4327676
14894,3.2552914e-05
7567,0.47707087
11684,0.26580152
11434,0.3053436
17987,0.03756198
6646,0.2132984
5330,0.63286895
13902,2.4736773e-05
10038,0.57817644
1610,0.35870448
16503,6.135741e-05
274,0.6160906
14947,0.6987246
14704,5.8832688e-05
5491,0.71883124
18854,0.00023147068
1194,0.6779201
3673,0.7072863
5066,0.15371835
15345,2.7378455e-05
13106,3.322066e-05
6147,0.50527143
18496,2.1177757e-05
17284,0.062845856
12205,0.9641921
1761,0.6214811
10863,0.70433664
18850,0.0056490474
15624,4.9287984e-05
11319,0.9104562
9744,0.68885034
610,0.6963835
10480,0.44609398
15876,0.00018084848
10020,0.9464714
9909,0.07971696
12857,0.14687587
10903,0.81601214
10577,0.62178093
626,0.95519084
8443,0.69534284
7216,0.44528267
14446,8.8506335e-05
7102,0.9166289
17883,0.00013640017
17715,2.508994e-05
699,0.75754565
14983,0.87542075
15100,0.00013152338
17603,0.21586908
19212,0.00014149013
14836,8.3382336e-05
12395,0.677715
5083,0.8204867
12331,0.09540793
18497,7.2050476e-05
9638,0.97414654
1539,0.35551265
17270,3.0722902e-05
2316,0.8717205
12717,0.91921216
8574,0.9857082
909,0.5974744
6503,0.46707183
345,0.8063097
13853,4.4614993e-05
13455,0.442399
1634,0.021347418
9416,0.059523817
5420,0.48510942
15710,7.2250616e-05
17120,0.0044694426
8974,0.9709829
16525,1.4245181e-05
5516,0.46885702
18441,0.2818226
6554,0.4259686
13609,0.03442107
10776,0.71503806
5647,0.98058677
14636,3.2942153e-05
7800,0.6499619
16590,0.002933431
17308,3.6943344e-05
12686,0.73983943
15315,0.02132504
2004,0.4374772
12568,0.864477
6992,0.8549935
7594,0.23056921
10527,0.97629356
7122,0.70330906
16519,0.00050001196
16865,6.973218e-05
5437,0.23232497
5355,0.4185857
11330,0.40721053
5053,0.05908756
18629,0.009247833
7331,0.5553072
1403,0.4641107
8681,0.062637575
4631,0.026398022
12569,0.44142827
6741,0.06949562
9475,0.81168854
9064,0.8333785
7777,0.582292
3534,0.6142249
8132,0.74542224
14071,0.0075690667
13314,0.028006416
5924,0.85356414
10854,0.78306514
17487,3.6967875e-05
8584,0.68150526
942,0.90504
7674,0.98835725
16957,0.00013127616
9690,0.6595737
11183,0.9357752
12151,0.5339598
7583,0.7997089
10030,0.3482099
13961,2.690567e-05
1129,0.5676166
16625,0.93040377
693,0.94834524
17808,0.23693547
5887,0.27236098
1546,0.5010453
5329,0.5646106
11841,0.6288982
14776,0.000109765766
11316,0.7973062
8672,0.6898674
6451,0.6037876
13607,0.0013941501
17380,0.0028734119
3538,0.026763376
6374,0.8601352
2056,0.555959
15604,1.2405401e-05
14903,0.046305954
17429,6.098954e-05
11811,0.8036588
16441,0.00025533777
12402,0.690706
13871,0.0007302782
6018,0.5198565
16585,0.25232136
8272,0.5029066
9763,0.5731308
17142,0.0005431921
11329,0.32069618
7890,0.9847134
10287,0.8341156
7638,0.44752887
3306,0.6986298
7584,0.1429627
3899,0.08974755
7424,0.6879403
3124,0.42673993
5594,0.79800236
12725,0.6785849
8154,0.65451926
18350,2.376377e-05
11009,0.62119883
3573,0.8037084
18500,0.00024444595
8127,0.6845743
13128,0.053309858
8983,0.8498104
2513,0.7120308
16560,0.46739754
9618,0.115596645
1845,0.98669493
11517,0.69694126
2196,0.7622854
18775,3.1011525e-05
16823,8.234657e-05
13940,0.6230921
3850,0.19474065
1625,0.7860387
5766,0.5472636
10182,0.5131029
882,0.5405691
17759,0.21645159
11385,0.8155665
1754,0.41631138
8087,0.67524654
9339,0.94087625
13112,0.3078414
12206,0.42674655
6874,0.82679874
219,0.8706431
7684,0.031510424
3735,0.33421248
15455,1.1432545e-05
9242,0.0009256463
16362,0.0002798124
9146,0.1946663
6380,0.5508143
8770,0.9863723
9035,0.9677498
1816,0.73432523
12407,0.10114342
2732,0.013450446
4000,0.80074143
5417,0.050836504
10687,0.9942463
6013,0.45324275
5235,0.6736649
9887,0.21385418
6826,0.9430088
10812,0.35522094
10764,0.40503865
19102,1.3732911e-05
7635,0.6286453
14680,0.0001328908
9305,0.8621739
17864,0.5179185
12495,0.4501438
5983,0.5238802
15064,9.357701e-05
10417,0.65393084
1393,0.7315354
1144,0.36301202
10659,0.5603497
2765,0.85593987
16250,5.0137747e-05
16808,9.319738e-05
15311,0.0015825318
14309,1.1396611e-05
9865,0.16669817
2134,0.8905926
17508,0.23268887
14661,0.00020974144
15927,0.06392288
8482,0.6666418
5952,0.3483278
14296,0.0042365636
6316,0.77489644
1244,0.57402813
16776,0.0002174366
14772,6.149055e-05
12171,0.21972732
14063,0.0009352802
18695,4.1702908e-05
3652,0.69096667
2195,0.5667109
445,0.5690482
6764,0.66060615
9649,0.507664
5847,0.6569345
15156,0.0027620462
19114,8.6941574e-05
232,0.9477502
11198,0.56119
16495,3.8095004e-05
13315,0.4809258
6803,0.3529725
2425,0.7088173
3772,0.8682572
16017,0.0001288446
7588,0.21395093
16315,0.00089113985
13598,0.00080951984
9842,0.74881786
2173,0.3126877
15594,6.091868e-05
14765,3.6845464e-05
18501,2.8769902e-05
197,0.6648379
12743,0.5872822
18312,0.0047949557
14455,9.56256e-05
3253,0.6603243
371,0.73434854
8762,0.40896946
2659,0.30353346
9662,0.6024278
7199,0.7671507
551,0.42255047
14331,4.1134146e-05
14674,4.890962e-05
8246,0.9752493
16774,0.013056577
10606,0.58619994
14289,0.000106558844
7590,0.65737855
15717,1.3576054e-05
2243,0.59806967
10273,0.63752806
5009,0.40351483
6023,0.699558
14702,0.007715762
8176,0.97498965
1258,0.99717087
9263,0.63992393
8258,0.77270645
17342,1.0362592e-05
11904,0.51434493
4913,0.3612495
14048,2.868336e-05
16279,0.30205578
1056,0.5352067
18215,0.00012110043
11758,0.6167829
10119,0.9710207
13425,2.2076201e-05
15092,0.0002223379
2493,0.72729343
13617,5.6597913e-05
18981,0.0012588588
6487,0.75814134
18581,0.0002725137
2581,0.4894324
7390,0.6572416
7772,0.9818543
11571,0.3487736
7697,0.0020430048
18367,0.00036854675
722,0.97749865
6644,0.18440454
15949,4.6323334e-05
8797,0.9433756
391,0.2728234
17088,0.46286693
2904,0.60753256
8476,0.88821584
13397,0.15480994
14933,2.65911e-05
15766,0.5260758
210,0.5384177
2042,0.6902424
7181,0.17058256
10725,0.80050987
17327,0.04000205
3130,0.69264
4617,0.7081431
2128,0.41727334
3517,0.11015252
18933,0.00017561408
11747,0.2856677
6862,0.19907509
2771,0.70939255
6009,0.86696583
18009,0.44733194
9317,0.78272665
9453,0.42281926
7280,0.9724639
3895,0.7016731
1747,0.31315976
11607,0.7044854
3494,0.7517477
11435,0.88678676
407,0.08900373
17067,0.00017798631
16780,3.7615206e-05
11453,0.8865944
7598,0.7539605
9571,0.85131055
17140,0.00038507098
9955,0.9927248
425,0.7213067
14329,4.1640953e-05
11785,0.77342415
3846,0.45629358
5619,0.7950704
1936,0.64096713
14867,4.1949086e-05
18835,0.020884907
16594,3.022431e-05
14790,1.6970123e-05
18188,4.9062895e-05
13437,2.0468731e-05
2177,0.8456944
16128,0.00013063732
16456,4.482734e-05
14180,0.22888646
1833,0.8441144
16552,0.00010075973
4728,0.1695418
13574,9.227063e-05
2860,0.14952178
14774,7.792935e-05
11719,0.5389771
5511,0.89750713
798,0.17901514
9391,0.95825726
7868,0.68147683
10157,0.8705122
987,0.75393665
3112,0.36164883
5508,0.966004
10940,0.5969434
1999,0.21016566
10373,0.9808506
7757,0.85844487
17642,0.22822334
19071,0.0007282301
16207,0.001107931
18155,1.4926519e-05
7059,0.782737
11089,0.7077957
9300,0.20710275
5613,0.4064954
14738,2.576752e-05
16518,1.4991157e-05
7431,0.47016516
9540,0.284625
7957,0.9424696
5951,0.06323582
14990,0.00025556207
9161,0.70526594
8551,0.034328327
18673,0.012320916
10866,0.68354803
3919,0.7935227
7048,0.7785831
8772,0.79845613
13212,1.9222014e-05
12385,0.23760036
16613,0.00036658114
17052,0.13276201
12680,0.5952951
12909,0.6713706
9139,0.5314963
4906,0.96773183
9480,0.60590273
2725,0.5194617
2768,0.89179736
8484,0.98581946
17060,4.963287e-05
12096,0.14127043
19120,0.00010400714
8562,0.9223916
3944,0.17485599
5088,0.8009397
5825,0.90332955
16727,6.693217e-05
11378,0.98727965
6508,0.47196618
9966,0.6948685
5314,0.38371572
665,0.28855807
18948,0.0016125547
17074,0.00021752802
2820,0.6845017
12493,0.45630983
1335,0.9657439
17948,3.691584e-05
13872,0.015404166
11862,0.118079774
3551,0.3438335
15151,0.00031161393
10586,0.4582057
15806,0.0022087062
16739,6.5538596e-05
18715,4.9130926e-05
14905,0.23799868
3267,0.014513998
19011,0.00015501311
16728,0.00027101606
16022,0.057955425
15750,2.1979908e-05
9036,0.5736866
11474,0.1563588
15620,0.0001013083
5994,0.86886823
18620,0.0005494907
7209,0.3470582
17065,0.0028748056
14334,0.7278253
2757,0.7218869
3967,0.8997448
9972,0.9892096
4934,0.4878317
12233,0.49903545
11740,0.73371685
4493,0.68662316
17822,0.21146716
8004,0.76367944
10964,0.645558
2334,0.59818107
17893,1.8564418e-05
15811,4.941477e-05
16959,0.00047850813
18185,4.9926617e-05
19075,0.9664783
15211,0.00019185725
11723,0.38514212
9489,0.85017407
5457,0.24697216
12025,0.26702404
13603,0.00055381155
8638,0.81853276
595,0.262028
19173,0.13878354
7111,0.4161769
3743,0.9821953
18007,4.0133556e-05
5326,0.2527049
9010,0.85127753
13730,2.6781667e-05
9996,0.7754581
8608,0.6638284
15650,0.00020072512
8320,0.1566954
1351,0.9296687
8419,0.83306146
4700,0.30607727
16990,2.550872e-05
5325,0.9356821
8228,0.057807937
8446,0.7441956
17106,0.00016341172
13304,3.248522e-05
13031,3.583214e-05
8471,0.65036684
385,0.55195856
3763,0.606659
127,0.1920153
16243,0.004179762
8102,0.18158054
17732,0.28458568
997,0.20645262
16391,5.110698e-05
14546,5.7018024e-05
2430,0.570532
2919,0.16197908
1735,0.7974403
1168,0.97902817
14122,3.0657608e-05
8223,0.14296296
6817,0.49443302
11287,0.25394502
3413,0.701266
13019,9.241951e-06
8146,0.25822255
3936,0.21064317
11331,0.954122
16092,0.05052692
3458,0.7261002
91,0.47555718
9113,0.009300851
6336,0.37974432
4079,0.97828066
417,0.8787153
9368,0.61854565
15200,6.64868e-05
12612,0.72162557
8726,0.7429155
13409,1.46390885e-05
10818,0.44072402
7553,0.42444754
6743,0.6394613
10275,0.81644297
11002,0.9365164
16078,0.00050424103
4229,0.22093894
4861,0.8898687
15516,0.00014055315
14955,0.00077050936
8879,0.65685445
11971,0.64130914
3080,0.9515499
724,0.9160458
5453,0.4297195
4995,0.74370044
7072,0.48945004
11276,0.33613354
5982,0.22704525
17889,0.0001875174
6345,0.07231243
17830,2.743279e-05
9710,0.38074583
18635,0.42015484
227,0.58619094
17332,0.008407624
13900,0.002902353
8218,0.4393777
9269,0.6789185
18164,7.725153e-05
18993,2.4815927e-05
1521,0.566938
10337,0.80883515
14861,0.00011753841
7349,0.7478116
15527,0.001975291
2051,0.8593255
16568,0.000929714
2582,0.8948674
11528,0.450663
10685,0.6739403
16920,0.012143971
18889,3.0853207e-05
14608,1.3685923e-05
11670,0.9264756
6056,0.61412114
4982,0.3518577
8806,0.43355286
7427,0.6139918
9773,0.9783482
17233,0.0019053828
12875,0.81200784
13318,0.0027719038
14695,2.7913295e-05
10335,0.9931525
950,0.72700346
12978,0.58126116
9223,0.7204268
15862,0.6112143
3940,0.65617704
2635,0.97735244
4673,0.5752824
12218,0.992136
8671,0.2899093
2269,0.5015072
18616,4.178085e-05
5292,0.9466631
14139,0.0024530396
14053,0.0010935711
1517,0.96294534
88,0.98098296
17006,0.0034676935
8727,0.27869552
5597,0.8491042
398,0.8344992
8106,0.91775244
8131,0.47883168
50,0.7633644
6248,0.16000795
11988,0.52954453
6658,0.77984995
802,0.025609767
13550,0.00014284573
5999,0.34394822
11084,0.69162244
6050,0.55488014
18794,2.3483452e-05
11806,0.81244916
11748,0.48124084
18359,0.00013121347
10319,0.82048094
187,0.58544755
11429,0.19725098
4580,0.5555451
11414,0.27560776
4256,0.5396641
17355,0.06379846
15125,0.059685413
2680,0.46415272
10717,0.34490165
8170,0.6732779
17602,5.2321677e-05
11913,0.9940462
8665,0.8130507
18276,0.108363055
2237,0.20142595
12420,0.6060884
10388,0.6368628
241,0.7826568
4144,0.8853841
18539,0.0792368
4311,0.12431535
11935,0.29316294
13643,3.597169e-05
4541,0.7164355
9278,0.7315637
13011,0.0023226177
16026,0.00021100594
1951,0.7028711
10957,0.6966833
10584,0.77804685
12061,0.9374597
9728,0.8034055
5618,0.57439166
8829,0.060988683
5493,0.863154
11480,0.81645787
12702,0.5109914
12163,0.6682655
6189,0.31990445
1153,0.55705756
15891,1.4184422e-05
6363,0.6086858
82,0.4818549
11452,0.5787642
1645,0.5412611
12133,0.5748244
5498,0.7803388
16851,0.00031615043
13954,0.79090387
12749,0.8258399
18153,0.0002616018
8785,0.7814323
6636,0.32232052
9116,0.11488449
2496,0.87265235
18882,0.0072004288
6809,0.09416881
14479,8.219852e-05
10878,0.98661625
16428,0.06215553
12946,0.75793755
14908,2.0227799e-05
17122,0.0009799523
12360,0.5316434
12611,0.5601523
17459,2.5348381e-05
14797,6.27653e-05
5018,0.5225948
4836,0.13840286
6310,0.83425
18111,5.0347175e-05
1383,0.034160625
14831,0.624089
16057,2.2709703e-05
18522,0.00012926731
11223,0.98303556
14686,0.0032045618
13373,5.907787e-05
7565,0.517094
15063,2.0304602e-05
17502,0.0056662126
12221,0.26012552
18679,0.6396789
12591,0.34481958
6707,0.8453966
11626,0.4306752
6624,0.6589018
16344,4.2784948e-05
8823,0.97928315
6941,0.36740252
14335,5.676282e-05
3872,0.57638335
14478,0.006487074
14146,0.33158237
4414,0.9054775
17126,3.9823448e-05
12991,2.5770667e-05
14961,0.000113257374
17763,0.0015102928
5993,0.20881723
13836,0.0038533919
9017,0.52189624
2656,0.5554109
3310,0.7910816
12616,0.50628364
9066,0.64082265
5256,0.7880352
2531,0.8769595
8567,0.6749928
15676,0.28305262
14297,4.040514e-05
2749,0.4401611
15249,0.22016865
1490,0.53081185
6474,0.15272765
17152,0.027797299
1293,0.5610408
263,0.64869875
2853,0.849392
14151,1.6253773e-05
17090,0.0002067313
7974,0.6872168
7836,0.16418675
1702,0.9819625
3178,0.20532036
6495,0.32208818
10186,0.96937764
8135,0.41442907
3657,0.03304064
2553,0.6227952
1453,0.15337493
14798,0.0068309098
13866,0.33442757
10317,0.9661966
9405,0.12897547
14555,8.1996695e-05
2723,0.76049656
14112,0.027724776
13140,0.00025129074
3106,0.72120553
9766,0.69880915
11919,0.61586124
10799,0.944622
8653,0.59071916
10097,0.4323108
12157,0.40185055
14897,0.1221194
9264,0.40171695
12148,0.85011977
2735,0.57795537
11531,0.61860836
14192,3.3692984e-05
11044,0.6696044
5796,0.810285
8720,0.29819632
10240,0.630881
9180,0.4832123
1560,0.12875819
754,0.9689604
7818,0.83695006
18810,0.31910795
16577,0.004720244
7765,0.5794743
11728,0.7808797
6737,0.82130444
2046,0.6402811
2528,0.8901169
18093,0.007397613
14412,0.0090713585
9769,0.69308084
11805,0.7645892
9299,0.989494
5834,0.6950439
3561,0.51389337
15261,1.4952478e-05
16760,0.08942439
17622,0.003255473
8406,0.7798593
14800,6.51561e-05
10929,0.7573874
7348,0.9917429
7566,0.3515348
18891,0.002334384
17731,0.00035355147
4080,0.26220402
7828,0.48846427
7276,0.19661723
9304,0.3861055
4375,0.29906967
42,0.62384784
15929,0.00024487122
12592,0.8902677
18062,3.826077e-05
8542,0.07668973
3419,0.6254818
7487,0.09607172
18250,1.4760658e-05
18065,0.00218063
3659,0.6969692
14350,2.0143192e-05
5957,0.9544131
17655,0.0005513206
18125,7.508578e-05
10463,0.54795724
1945,0.8419332
16712,0.00095087313
13081,0.0141060725
7081,0.9736406
9606,0.78879595
1843,0.23109618
18183,9.670295e-06
15176,4.256726e-05
16543,0.0002012698
8389,0.71980155
342,0.28546897
13748,9.538816e-05
4224,0.60792536
13632,0.016444813
18624,0.18554747
4554,0.6830891
1574,0.009404576
10954,0.9526331
5371,0.4192547
8373,0.07947644
17875,0.30317977
19006,7.4437805e-05
11349,0.8574559
15318,0.00036171378
6475,0.755754
11752,0.5848002
6963,0.98761344
8648,0.45028946
14167,2.3852457e-05
13907,0.0015968721
3606,0.93502825
16891,3.973593e-05
6901,0.52730465
16461,0.23608923
13405,6.1333536e-05
8424,0.23237507
1447,0.6476217
15104,5.8194124e-05
13216,0.068429835
821,0.60991454
378,0.4912296
3220,0.652924
9816,0.73180395
17471,0.027904456
18627,0.18675148
3035,0.47524324
1784,0.6663468
1851,0.96828
1064,0.7368894
876,0.99301434
12584,0.94594806
6427,0.705685
18651,0.019211866
8101,0.716995
2480,0.7446692
10170,0.5016031
14628,1.5325699e-05
13239,0.00013890726
10013,0.644623
8042,0.72265077
2163,0.18721713
15291,0.008074329
2962,0.937519
10873,0.14793116
15266,0.12841572
9018,0.9935249
9875,0.7750897
17911,1.3125568e-05
17722,6.4196494e-05
8353,0.98096883
14121,0.16859525
18851,0.10501578
11306,0.7059926
4025,0.16611364
2400,0.40321186
6184,0.78833413
353,0.85872376
3290,0.70454043
9637,0.43874013
17013,0.08508117
4830,0.860062
3614,0.7621053
9761,0.97298366
7384,0.3508925
17230,0.0004895299
13371,3.8227037e-05
4664,0.7423421
10340,0.7310842
15287,0.0013111226
15335,3.1478427e-05
5103,0.8456715
12139,0.57533336
5651,0.6512784
140,0.4340777
8655,0.8015472
13888,0.28375715
11883,0.9825749
14403,2.3738494e-05
16063,0.00031195933
15541,0.0015254536
9616,0.65577066
16142,1.9885354e-05
11439,0.21644211
18893,4.2464766e-05
16405,7.1823066e-05
3619,0.5234504
15843,0.0059956363
4008,0.25622565
13263,7.29612e-05
17405,4.1246214e-05
1441,0.10795156
3347,0.8611012
11804,0.279912
18827,0.00038919516
6825,0.90957165
5,0.31305355
16906,6.913232e-05
7866,0.9867648
14735,0.0016251991
3914,0.4717806
13039,0.01933682
15491,2.5717363e-05
9620,0.24451388
18656,0.15843447
11807,0.6709183
17237,0.13164307
18947,8.016793e-05
881,0.9718422
16761,0.00011733225
17583,0.0016165038
12690,0.6274086
4210,0.76587605
8744,0.33634305
9088,0.8239485
8497,0.05201079
737,0.66329914
3848,0.19019707
17695,2.5332456e-05
15173,0.5320029
13057,0.020495178
10734,0.6091047
4467,0.5401401
13434,2.1609514e-05
5354,0.9154335
10346,0.81539303
16445,0.00049168715
3999,0.3431153
2429,0.6950027
2668,0.61725813
17292,0.00014223588
9778,0.45675823
6729,0.5399877
16378,0.15547006
17119,0.0013402004
16978,4.8218513e-05
7969,0.8678431
9675,0.51610684
18454,5.181294e-05
18067,0.013636586
8,0.20110428
15820,0.29275402
5849,0.17284048
1022,0.96364546
15023,0.00012218716
15306,0.0006659012
4223,0.7484654
14747,2.5727843e-05
14201,9.718841e-05
2869,0.90985614
10692,0.42251936
4501,0.8400208
5368,0.9810373
3560,0.119142406
10544,0.38604152
6769,0.37484905
5277,0.60207427
848,0.7000405
19007,4.5689252e-05
1606,0.7105597
4101,0.22804019
16750,2.9780243e-05
5298,0.56925684
969,0.64961725
13245,1.6197835e-05
9096,0.22999834
16591,0.006977847
4853,0.9754842
14972,0.00094930665
6446,0.54273
16837,0.0022449465
14616,1.391882e-05
1570,0.8775005
4113,0.35133764
10102,0.47084293
6215,0.1940566
6107,0.84388536
11524,0.6210135
11933,0.5855529
3486,0.6021528
7729,0.79471624
954,0.39819723
8027,0.2014585
2347,0.22344624
2166,0.8185693
2479,0.9698382
12599,0.25148976
15922,3.7962815e-05
17178,5.0276838e-05
4445,0.28289536
16696,2.467735e-05
10705,0.7342249
11023,0.5807817
2560,0.31585476
7157,0.6798951
15300,0.00021633871
3042,0.48599386
6158,0.64173335
10512,0.73982555
313,0.3614749
9712,0.71216774
13760,4.4832424e-05
64,0.8823174
19192,0.5109563
9160,0.97779316
170,0.69596565
19165,0.0012787167
14269,0.0009880074
9212,0.6482757
15745,0.004191043
14425,0.000106649015
14257,4.9431743e-05
10963,0.1633737
14693,2.6012043e-05
13638,0.36189097
14070,8.1374004e-05
5311,0.679505
18159,0.023855185
9932,0.516407
18229,0.23758043
14233,0.00017243667
12607,0.54460126
11401,0.39446726
6985,0.19373746
3096,0.29783556
16520,0.1595598
17316,0.06921966
10795,0.6542441
14708,0.1379126
13014,0.0014975665
16988,0.00035344568
6134,0.66077167
2246,0.3366915
12035,0.98968863
3959,0.5094608
9622,0.21509463
17449,0.00471317
17129,0.552684
1663,0.70188266
12140,0.38290235
10658,0.5044701
6822,0.7724784
8959,0.10219905
18975,4.5315166e-05
13280,0.00042313605
12260,0.800139
15803,4.0597326e-05
8749,0.050127435
15639,3.1466243e-05
10064,0.8860696
4303,0.79978013
9325,0.7600682
7744,0.98811996
8552,0.80972743
4182,0.37838763
1688,0.19225167
741,0.99492526
97,0.21339172
16572,3.31134e-05
16781,5.7717e-05
6885,0.7451466
8148,0.23799436
15305,0.0009107115
10001,0.98259246
15744,5.315607e-05
8645,0.4095884
176,0.25199175
471,0.631881
12617,0.004741389
7007,0.31489605
11076,0.0052727913
14495,5.353037e-05
17687,0.0032106861
18011,0.0005478666
8415,0.48096573
13237,0.00021329185
19154,1.23487225e-05
13715,0.0044724587
14155,1.9868105e-05
17470,0.00036155645
7188,0.7781067
10135,0.92012745
1694,0.7226567
